"","V1","V2","V3"
"247","NODE_1_K99_10623_10_37.680160",247,12
"248","NODE_1_K99_10623_10_37.680160",248,12
"249","NODE_1_K99_10623_10_37.680160",249,12
"250","NODE_1_K99_10623_10_37.680160",250,12
"251","NODE_1_K99_10623_10_37.680160",251,12
"252","NODE_1_K99_10623_10_37.680160",252,12
"253","NODE_1_K99_10623_10_37.680160",253,12
"254","NODE_1_K99_10623_10_37.680160",254,12
"255","NODE_1_K99_10623_10_37.680160",255,12
"256","NODE_1_K99_10623_10_37.680160",256,12
"257","NODE_1_K99_10623_10_37.680160",257,12
"258","NODE_1_K99_10623_10_37.680160",258,12
"259","NODE_1_K99_10623_10_37.680160",259,12
"260","NODE_1_K99_10623_10_37.680160",260,12
"261","NODE_1_K99_10623_10_37.680160",261,12
"262","NODE_1_K99_10623_10_37.680160",262,12
"263","NODE_1_K99_10623_10_37.680160",263,12
"264","NODE_1_K99_10623_10_37.680160",264,10
"265","NODE_1_K99_10623_10_37.680160",265,12
"266","NODE_1_K99_10623_10_37.680160",266,12
"267","NODE_1_K99_10623_10_37.680160",267,12
"268","NODE_1_K99_10623_10_37.680160",268,12
"269","NODE_1_K99_10623_10_37.680160",269,12
"270","NODE_1_K99_10623_10_37.680160",270,13
"271","NODE_1_K99_10623_10_37.680160",271,14
"272","NODE_1_K99_10623_10_37.680160",272,14
"273","NODE_1_K99_10623_10_37.680160",273,14
"274","NODE_1_K99_10623_10_37.680160",274,14
"275","NODE_1_K99_10623_10_37.680160",275,14
"276","NODE_1_K99_10623_10_37.680160",276,14
"277","NODE_1_K99_10623_10_37.680160",277,14
"278","NODE_1_K99_10623_10_37.680160",278,14
"279","NODE_1_K99_10623_10_37.680160",279,14
"280","NODE_1_K99_10623_10_37.680160",280,14
"281","NODE_1_K99_10623_10_37.680160",281,14
"282","NODE_1_K99_10623_10_37.680160",282,14
"283","NODE_1_K99_10623_10_37.680160",283,14
"284","NODE_1_K99_10623_10_37.680160",284,14
"285","NODE_1_K99_10623_10_37.680160",285,14
"286","NODE_1_K99_10623_10_37.680160",286,14
"287","NODE_1_K99_10623_10_37.680160",287,14
"288","NODE_1_K99_10623_10_37.680160",288,14
"289","NODE_1_K99_10623_10_37.680160",289,14
"290","NODE_1_K99_10623_10_37.680160",290,14
"291","NODE_1_K99_10623_10_37.680160",291,14
"292","NODE_1_K99_10623_10_37.680160",292,14
"293","NODE_1_K99_10623_10_37.680160",293,14
"294","NODE_1_K99_10623_10_37.680160",294,14
"295","NODE_1_K99_10623_10_37.680160",295,14
"296","NODE_1_K99_10623_10_37.680160",296,14
"297","NODE_1_K99_10623_10_37.680160",297,14
"298","NODE_1_K99_10623_10_37.680160",298,14
"299","NODE_1_K99_10623_10_37.680160",299,14
"300","NODE_1_K99_10623_10_37.680160",300,14
"301","NODE_1_K99_10623_10_37.680160",301,14
"302","NODE_1_K99_10623_10_37.680160",302,14
"303","NODE_1_K99_10623_10_37.680160",303,14
"304","NODE_1_K99_10623_10_37.680160",304,14
"305","NODE_1_K99_10623_10_37.680160",305,14
"306","NODE_1_K99_10623_10_37.680160",306,14
"307","NODE_1_K99_10623_10_37.680160",307,14
"308","NODE_1_K99_10623_10_37.680160",308,13
"309","NODE_1_K99_10623_10_37.680160",309,13
"310","NODE_1_K99_10623_10_37.680160",310,14
"311","NODE_1_K99_10623_10_37.680160",311,14
"312","NODE_1_K99_10623_10_37.680160",312,14
"313","NODE_1_K99_10623_10_37.680160",313,14
"314","NODE_1_K99_10623_10_37.680160",314,14
"315","NODE_1_K99_10623_10_37.680160",315,14
"316","NODE_1_K99_10623_10_37.680160",316,14
"317","NODE_1_K99_10623_10_37.680160",317,14
"318","NODE_1_K99_10623_10_37.680160",318,14
"319","NODE_1_K99_10623_10_37.680160",319,14
"320","NODE_1_K99_10623_10_37.680160",320,14
"321","NODE_1_K99_10623_10_37.680160",321,13
"322","NODE_1_K99_10623_10_37.680160",322,13
"323","NODE_1_K99_10623_10_37.680160",323,13
"324","NODE_1_K99_10623_10_37.680160",324,13
"325","NODE_1_K99_10623_10_37.680160",325,13
"326","NODE_1_K99_10623_10_37.680160",326,13
"327","NODE_1_K99_10623_10_37.680160",327,13
"328","NODE_1_K99_10623_10_37.680160",328,13
"329","NODE_1_K99_10623_10_37.680160",329,13
"330","NODE_1_K99_10623_10_37.680160",330,13
"331","NODE_1_K99_10623_10_37.680160",331,13
"332","NODE_1_K99_10623_10_37.680160",332,13
"333","NODE_1_K99_10623_10_37.680160",333,13
"334","NODE_1_K99_10623_10_37.680160",334,13
"335","NODE_1_K99_10623_10_37.680160",335,13
"336","NODE_1_K99_10623_10_37.680160",336,13
"337","NODE_1_K99_10623_10_37.680160",337,13
"338","NODE_1_K99_10623_10_37.680160",338,13
"339","NODE_1_K99_10623_10_37.680160",339,12
"340","NODE_1_K99_10623_10_37.680160",340,13
"341","NODE_1_K99_10623_10_37.680160",341,13
"342","NODE_1_K99_10623_10_37.680160",342,13
"343","NODE_1_K99_10623_10_37.680160",343,13
"344","NODE_1_K99_10623_10_37.680160",344,14
"345","NODE_1_K99_10623_10_37.680160",345,12
"346","NODE_1_K99_10623_10_37.680160",346,14
"347","NODE_1_K99_10623_10_37.680160",347,14
"348","NODE_1_K99_10623_10_37.680160",348,14
"349","NODE_1_K99_10623_10_37.680160",349,14
"350","NODE_1_K99_10623_10_37.680160",350,14
"351","NODE_1_K99_10623_10_37.680160",351,14
"352","NODE_1_K99_10623_10_37.680160",352,14
"353","NODE_1_K99_10623_10_37.680160",353,13
"354","NODE_1_K99_10623_10_37.680160",354,13
"355","NODE_1_K99_10623_10_37.680160",355,12
"356","NODE_1_K99_10623_10_37.680160",356,14
"357","NODE_1_K99_10623_10_37.680160",357,14
"358","NODE_1_K99_10623_10_37.680160",358,14
"359","NODE_1_K99_10623_10_37.680160",359,14
"360","NODE_1_K99_10623_10_37.680160",360,14
"361","NODE_1_K99_10623_10_37.680160",361,14
"362","NODE_1_K99_10623_10_37.680160",362,14
"363","NODE_1_K99_10623_10_37.680160",363,14
"364","NODE_1_K99_10623_10_37.680160",364,14
"365","NODE_1_K99_10623_10_37.680160",365,14
"366","NODE_1_K99_10623_10_37.680160",366,14
"367","NODE_1_K99_10623_10_37.680160",367,14
"368","NODE_1_K99_10623_10_37.680160",368,14
"369","NODE_1_K99_10623_10_37.680160",369,14
"370","NODE_1_K99_10623_10_37.680160",370,15
"371","NODE_1_K99_10623_10_37.680160",371,16
"372","NODE_1_K99_10623_10_37.680160",372,15
"373","NODE_1_K99_10623_10_37.680160",373,15
"374","NODE_1_K99_10623_10_37.680160",374,17
"375","NODE_1_K99_10623_10_37.680160",375,17
"376","NODE_1_K99_10623_10_37.680160",376,17
"377","NODE_1_K99_10623_10_37.680160",377,17
"378","NODE_1_K99_10623_10_37.680160",378,17
"379","NODE_1_K99_10623_10_37.680160",379,18
"380","NODE_1_K99_10623_10_37.680160",380,19
"381","NODE_1_K99_10623_10_37.680160",381,19
"382","NODE_1_K99_10623_10_37.680160",382,19
"383","NODE_1_K99_10623_10_37.680160",383,19
"384","NODE_1_K99_10623_10_37.680160",384,19
"385","NODE_1_K99_10623_10_37.680160",385,19
"386","NODE_1_K99_10623_10_37.680160",386,19
"387","NODE_1_K99_10623_10_37.680160",387,19
"388","NODE_1_K99_10623_10_37.680160",388,19
"389","NODE_1_K99_10623_10_37.680160",389,18
"390","NODE_1_K99_10623_10_37.680160",390,19
"391","NODE_1_K99_10623_10_37.680160",391,20
"392","NODE_1_K99_10623_10_37.680160",392,20
"393","NODE_1_K99_10623_10_37.680160",393,18
"394","NODE_1_K99_10623_10_37.680160",394,20
"395","NODE_1_K99_10623_10_37.680160",395,20
"396","NODE_1_K99_10623_10_37.680160",396,20
"397","NODE_1_K99_10623_10_37.680160",397,20
"398","NODE_1_K99_10623_10_37.680160",398,20
"399","NODE_1_K99_10623_10_37.680160",399,20
"400","NODE_1_K99_10623_10_37.680160",400,20
"401","NODE_1_K99_10623_10_37.680160",401,20
"402","NODE_1_K99_10623_10_37.680160",402,20
"403","NODE_1_K99_10623_10_37.680160",403,20
"404","NODE_1_K99_10623_10_37.680160",404,20
"405","NODE_1_K99_10623_10_37.680160",405,21
"406","NODE_1_K99_10623_10_37.680160",406,21
"407","NODE_1_K99_10623_10_37.680160",407,22
"408","NODE_1_K99_10623_10_37.680160",408,22
"409","NODE_1_K99_10623_10_37.680160",409,22
"410","NODE_1_K99_10623_10_37.680160",410,22
"411","NODE_1_K99_10623_10_37.680160",411,21
"412","NODE_1_K99_10623_10_37.680160",412,21
"413","NODE_1_K99_10623_10_37.680160",413,22
"414","NODE_1_K99_10623_10_37.680160",414,22
"415","NODE_1_K99_10623_10_37.680160",415,21
"416","NODE_1_K99_10623_10_37.680160",416,24
"417","NODE_1_K99_10623_10_37.680160",417,24
"418","NODE_1_K99_10623_10_37.680160",418,24
"419","NODE_1_K99_10623_10_37.680160",419,24
"420","NODE_1_K99_10623_10_37.680160",420,24
"421","NODE_1_K99_10623_10_37.680160",421,23
"422","NODE_1_K99_10623_10_37.680160",422,23
"423","NODE_1_K99_10623_10_37.680160",423,23
"424","NODE_1_K99_10623_10_37.680160",424,23
"425","NODE_1_K99_10623_10_37.680160",425,23
"426","NODE_1_K99_10623_10_37.680160",426,24
"427","NODE_1_K99_10623_10_37.680160",427,24
"428","NODE_1_K99_10623_10_37.680160",428,24
"429","NODE_1_K99_10623_10_37.680160",429,24
"430","NODE_1_K99_10623_10_37.680160",430,24
"431","NODE_1_K99_10623_10_37.680160",431,25
"432","NODE_1_K99_10623_10_37.680160",432,23
"433","NODE_1_K99_10623_10_37.680160",433,25
"434","NODE_1_K99_10623_10_37.680160",434,24
"435","NODE_1_K99_10623_10_37.680160",435,24
"436","NODE_1_K99_10623_10_37.680160",436,24
"437","NODE_1_K99_10623_10_37.680160",437,26
"438","NODE_1_K99_10623_10_37.680160",438,26
"439","NODE_1_K99_10623_10_37.680160",439,24
"440","NODE_1_K99_10623_10_37.680160",440,25
"441","NODE_1_K99_10623_10_37.680160",441,25
"442","NODE_1_K99_10623_10_37.680160",442,26
"443","NODE_1_K99_10623_10_37.680160",443,26
"444","NODE_1_K99_10623_10_37.680160",444,26
"445","NODE_1_K99_10623_10_37.680160",445,26
"446","NODE_1_K99_10623_10_37.680160",446,26
"447","NODE_1_K99_10623_10_37.680160",447,27
"448","NODE_1_K99_10623_10_37.680160",448,27
"449","NODE_1_K99_10623_10_37.680160",449,27
"450","NODE_1_K99_10623_10_37.680160",450,28
"451","NODE_1_K99_10623_10_37.680160",451,28
"452","NODE_1_K99_10623_10_37.680160",452,28
"453","NODE_1_K99_10623_10_37.680160",453,28
"454","NODE_1_K99_10623_10_37.680160",454,28
"455","NODE_1_K99_10623_10_37.680160",455,28
"456","NODE_1_K99_10623_10_37.680160",456,28
"457","NODE_1_K99_10623_10_37.680160",457,27
"458","NODE_1_K99_10623_10_37.680160",458,28
"459","NODE_1_K99_10623_10_37.680160",459,27
"460","NODE_1_K99_10623_10_37.680160",460,32
"461","NODE_1_K99_10623_10_37.680160",461,36
"462","NODE_1_K99_10623_10_37.680160",462,36
"463","NODE_1_K99_10623_10_37.680160",463,37
"464","NODE_1_K99_10623_10_37.680160",464,37
"465","NODE_1_K99_10623_10_37.680160",465,38
"466","NODE_1_K99_10623_10_37.680160",466,38
"467","NODE_1_K99_10623_10_37.680160",467,38
"468","NODE_1_K99_10623_10_37.680160",468,38
"469","NODE_1_K99_10623_10_37.680160",469,37
"470","NODE_1_K99_10623_10_37.680160",470,39
"471","NODE_1_K99_10623_10_37.680160",471,39
"472","NODE_1_K99_10623_10_37.680160",472,39
"473","NODE_1_K99_10623_10_37.680160",473,39
"474","NODE_1_K99_10623_10_37.680160",474,40
"475","NODE_1_K99_10623_10_37.680160",475,40
"476","NODE_1_K99_10623_10_37.680160",476,41
"477","NODE_1_K99_10623_10_37.680160",477,41
"478","NODE_1_K99_10623_10_37.680160",478,41
"479","NODE_1_K99_10623_10_37.680160",479,41
"480","NODE_1_K99_10623_10_37.680160",480,41
"481","NODE_1_K99_10623_10_37.680160",481,41
"482","NODE_1_K99_10623_10_37.680160",482,41
"483","NODE_1_K99_10623_10_37.680160",483,41
"484","NODE_1_K99_10623_10_37.680160",484,43
"485","NODE_1_K99_10623_10_37.680160",485,44
"486","NODE_1_K99_10623_10_37.680160",486,45
"487","NODE_1_K99_10623_10_37.680160",487,46
"488","NODE_1_K99_10623_10_37.680160",488,48
"489","NODE_1_K99_10623_10_37.680160",489,48
"490","NODE_1_K99_10623_10_37.680160",490,49
"491","NODE_1_K99_10623_10_37.680160",491,48
"492","NODE_1_K99_10623_10_37.680160",492,49
"493","NODE_1_K99_10623_10_37.680160",493,49
"494","NODE_1_K99_10623_10_37.680160",494,49
"495","NODE_1_K99_10623_10_37.680160",495,49
"496","NODE_1_K99_10623_10_37.680160",496,49
"497","NODE_1_K99_10623_10_37.680160",497,49
"498","NODE_1_K99_10623_10_37.680160",498,49
"499","NODE_1_K99_10623_10_37.680160",499,49
"500","NODE_1_K99_10623_10_37.680160",500,49
"501","NODE_1_K99_10623_10_37.680160",501,49
"502","NODE_1_K99_10623_10_37.680160",502,49
"503","NODE_1_K99_10623_10_37.680160",503,49
"504","NODE_1_K99_10623_10_37.680160",504,49
"505","NODE_1_K99_10623_10_37.680160",505,48
"506","NODE_1_K99_10623_10_37.680160",506,48
"507","NODE_1_K99_10623_10_37.680160",507,47
"508","NODE_1_K99_10623_10_37.680160",508,48
"509","NODE_1_K99_10623_10_37.680160",509,47
"510","NODE_1_K99_10623_10_37.680160",510,49
"511","NODE_1_K99_10623_10_37.680160",511,50
"512","NODE_1_K99_10623_10_37.680160",512,50
"513","NODE_1_K99_10623_10_37.680160",513,50
"514","NODE_1_K99_10623_10_37.680160",514,50
"515","NODE_1_K99_10623_10_37.680160",515,51
"516","NODE_1_K99_10623_10_37.680160",516,51
"517","NODE_1_K99_10623_10_37.680160",517,51
"518","NODE_1_K99_10623_10_37.680160",518,51
"519","NODE_1_K99_10623_10_37.680160",519,51
"520","NODE_1_K99_10623_10_37.680160",520,51
"521","NODE_1_K99_10623_10_37.680160",521,51
"522","NODE_1_K99_10623_10_37.680160",522,51
"523","NODE_1_K99_10623_10_37.680160",523,51
"524","NODE_1_K99_10623_10_37.680160",524,51
"525","NODE_1_K99_10623_10_37.680160",525,51
"526","NODE_1_K99_10623_10_37.680160",526,52
"527","NODE_1_K99_10623_10_37.680160",527,38
"528","NODE_1_K99_10623_10_37.680160",528,47
"529","NODE_1_K99_10623_10_37.680160",529,52
"530","NODE_1_K99_10623_10_37.680160",530,51
"531","NODE_1_K99_10623_10_37.680160",531,47
"532","NODE_1_K99_10623_10_37.680160",532,47
"533","NODE_1_K99_10623_10_37.680160",533,51
"534","NODE_1_K99_10623_10_37.680160",534,53
"535","NODE_1_K99_10623_10_37.680160",535,50
"536","NODE_1_K99_10623_10_37.680160",536,51
"537","NODE_1_K99_10623_10_37.680160",537,51
